county,site_number,date_visited,applicant,damage_location,damage_description,local_estimate,fema_validated,change_notes,unvalidated,,,,,
SARATOGA,2,11/8/2019,Saratoga County,"North Shore Rd east of Hadley Hill Rd 43.31971, -74.012110","Bridge carring North Shore Road over creek. Flooding undermined the wing wall and abutment causing the bridge to fail. Road currently closed. Currently planning to temporarily remove the  bridge and replace with temporary bridge (approx. $480,000). Then design new bridge and construct (approx. $900,000).","$1,380,000","$1,452,100",,,,,,,
SARATOGA,3,11/13/2019,Town of Day,"Sand Creek Road
43.273720, -74.062602",Road ends at private property. Totally eroded for 2/10 of mile. Had 36 in culvert overtopped. Total width repaired. Granular material removed.  [See estimate for details.],"$80,229","$18,000",,,,,,,
SARATOGA,4,11/13/2019,Town of Day,"Sand Lake Road
43.296669, -74.088231","6 ft dia pipe overtopped. Culvert and road eroded. Temporarily reset and backfilled. Culvert should be extended, has 7 ft drop off at edge of pavement. [See estimate for details.]","$74,800","$12,000","estimate provided by applicant.  Sent to FEMA with Photos.  Find out from FEMA why only validating $12,000",,,,,,
SARATOGA,5,11/13/2019,Town of Edinburg,"Sand Lake Rd Bridge at Military Rd
43.289018, -74.085805","Bridged eroded and closed based on inspection. Previously funded by a grant by NY Bridges.  May need a temporary bridge for safety reasons. [Reported by Town: Total replacement - undermined. $958,520]","$958,520",$0,currently no cost is provided or requested,,,,,,
SARATOGA,6,11/13/2019,Town of Edinburg,"Sand Lake Road Twin Culverts
43.286308, -74.119087","Twin 5 ft Culvert overtopped and destroyed. Replaced both  5 ft culvert backfilled, and temp surface. ",,,,,,,,,
SARATOGA,7,11/13/2019,Town of Edinburg,"Sand Lake Road
43.296669, -74.088831","road washed out. Damaged pavement, shoulders and ditches.  [See estimate for details.]","$39,737","$39,737",,,,,,,
SARATOGA,8,11/13/2019,Town of Edinburg,"Tennantville Road Culvert
43.279490, -74.112276","6 ft dia squash pipe. Overtopped serious Erosion at culvert and road. At Beecher Creeek (Kettle Creek). Trout stream. Should be up sized, has had repeated damages.  [See estimate for details.]","$20,553","$12,000",,,,,,,
SARATOGA,9,11/14/2019,Town of Edinburg,Tennantville Road House 395 to Morris Rd.,"Reported by Town: Roadside washout 4-5 feet deep, undermined & damaged blacktop.  [See estimate for details.]","$23,953","$23,952",,,,,,,
SARATOGA,10,11/14/2019,Town of Ballston,Debris Removal townwide,"Reported by Town: OT Labor ($1,694.86) and Equipment ($2,706.97) costs for removing storm debris. See preliminary estimate.","$4,402",,,,,,,,
SARATOGA,11,11/14/2019,Town of Greenfield,Listed Town Roads ,"Reported by Town: Culvert plugged with debris from storm which caused excessive water to come over road eroding away at the road and shoulders. Multiple Shoulder washouts, Multiple Trees down in the roadway.
Barney Road @ Kilmer Road, Coy Road, Boyhaven, Kilmer Road, Sandhill Road, Grange Road, Ballou Road, Ormsbee Road, Allen Road, Porter Road","$15,222",,,,,,,,
SARATOGA,12,11/14/2019,Town of Greenfield,Multiple Town Roads ,Reported by Town: Clearing vegetative debris off roads & shoulders & performing misc. emergency repairs of storm damage. [see estimate for details.],"$20,096",,,,,,,,
SARATOGA,13,11/14/2019,Town of Malta,Townwide,"Reported by Town: There were 2 overtime call-ins during the storm. No road was closed for any length of time except for removal of trees. We used at least 1 tandem, 1 quad cab, 1 chipper, 1 bucket truck, saws and 8 to 12 staff starting 11/1/19. This will probably continue thru the rest of this week/8 hour days. Equipment $18,000, Staff $5,000 (x 45.86% benefits $7,293 if applicable).","$23,000",,,,,,,,
SARATOGA,14,11/14/2019,Town of Northumberland,Townwide,"Reported by Town: 
22 hours to close and clean up locations/ roads, Chainsaws, chipper, pickups, dump trucks, loader, backpack blowers, road cones (4 road closed signs got wrecked).
Debris moved to the Town landfill/ transfer/ recycle center.
Overtime for full time employees and regular time for part time employees $1,036.56.
Full equipment costs per FEMA fee schedule 2019 $6,150.94.
Approximate GPS locations;
43 9' 19.47"" N 73 38'33.02"" W
43 8'54.86"" N 73 39'11.28"" W
43 8'26.96"" N 73 39'13.68"" W
43 11""24.13"" N 73 39'31.66"" W","$7,188",,,,,,,,
SARATOGA,15,11/14/2019,Town of Wilton,Townwide,"Reported by Town: Debris removal. OT Labor $2,371.56, Equipment $8,266.83. [see estimate for details.]","$10,638",,,,,,,,
 TIOGA,1,11/14/2019,Town of Newark Valley,"120 Lawrence Rd
42.195433, -76.193919",Place 50 ft of concrete block wing wall (added to DR 4397),"$1,000","$1,000",,,,,,,
 TIOGA,2,11/14/2019,Town of Newark Valley,"177 Barbertown Rd
42.219042, -76.204961","Reshape / fill shoulder / ditch - 1000 ft (L) X 4 ft (W) X 2 ft (D)
Replace Item 4 gravel surface - 1000 ft (L) X 16 ft (W) X .5 ft (D)
Backfill eroded area - 25 ft (L) X 10 ft (W) X 8 ft (H)
Restack concrete block wing wall - 15 ft (L) X 4 ft (H) X 2 ft (T)  (New since DR4397)
Reline riprap ditch - 40 ft (L) X 4 ft (W) x 3 FT (D)
Reset W beam guide rail - 40 ft each side of road
Reshape / fill shoulder / ditch - 40 ft (L) X 4 ft (W) X 2 ft (D)","$15,000","$15,000",,,,,,,
 TIOGA,3,11/14/2019,Town of Newark Valley,"1776 Ketchumville Rd 42.271691, -76.123141","18"" metal pipe is OK
Existing retaining wall at outlet end was wood cribbing - replace with 2x2x8 concrete block wall 
25 ft (L) X 15 ft (H) X 2 ft (T)
Backfill eroded fill over culvert 25 ft (L) X 15 ft (H) X 15 ft (W)","$3,500","$3,500",,,,,,,
 TIOGA,4,11/14/2019,Town of Newark Valley,"1850 Ketchumville Rd
42.271595, -76.102239","Fill eroded ditch area - 50 ft (L) X 6 ft (W) X 3 ft (D)
Reset 50 ft Guide rail (W beam),  Reset 45 ft guide rail
Fill erode ditch - 45 ft (L) X 4 ft (W) X 2 ft (D)","$4,000","$4,000",,,,,,,
 TIOGA,5,11/14/2019,Town of Newark Valley,"Bridge St
42.215961, -76.202880","Fill eroded area - 50 ft (L) x 20 ft (W) X 15 ft (H)
Replace gabion wall with concrete block wall - 24 ft (L) X 6 ft (H) X 3 ft (D)
Replace new W beam guide rail - 50 ft","$12,000","$12,000",,,,,,,
 TIOGA,6,11/14/2019,Town of Newark Valley,"Courtright Hill Rd
42.217022, -76.203946","Boiler culvert is OK
Fill stream bed with medium riprap - 40 ft (L) X 20 ft (W) X 2 ft (D)","$4,000","$4,000",,,,,,,
 TIOGA,7,11/14/2019,Town of Newark Valley,"Dalton Hill Rd
42.257654, -76.151714","Existing stacked riprap wall - Replace with2x2x8 concrete block wall  - Temporary work: Place concrete block wall, 25 ft (L) X 10 ft (H) X 2 ft (T) --Second location Place concrete blockwall, 40 ft (L) X 10 ft (H)X 2 ft (T) (each concrete block cost $40) 

Permenent work:  Construct concrete block wall -188 ft (L) X 10 ft (H) X 2 ft (T)
Replace Item 4 gravel surface - 1500 ft (L) X 18 ft (W) X .5 ft (D)
Reshape shoulder and ditches - 2500 ft (L) X 5 ft (W) X 2 ft (D)
Replace eroded fill at outlet end of 5 ft culvert (Culvert is OK) 20 ft (L) X 10 ft (W) X 10 ft (D)
Temp work - $4500, Permenent - $35,000","$40,000","$40,000",,,,,,,
 TIOGA,8,11/14/2019,Town of Newark Valley,Davis Hollow Rd,"Reshape / fill shoulder / ditch - 1000 ft (L) X 4 ft (W) X 4 ft (D)
Replace Item 4 gravel surface - 1000 ft (L) X 18 ft (W) X .5 ft (D)","$13,000","$13,000",,,,,,,
 TIOGA,9,11/14/2019,Town of Newark Valley,"Murphy Rd
42.196320, -76.196996","Reline stream slope with medium riprap - 20 ft (L) X 5 ft (H) X 2 ft (T)
Reline stream slope with medium stacked riprap - 20 ft (L) X 6 ft (H) X 2 ft (T)","$1,500","$1,500",,,,,,,
 TIOGA,10,11/14/2019,Town of Newark Valley,Wilson Creek,"Reline riprap ditch - 30 ft (L) X 4 ft (W) xX 2 ft (D)
Restack concrete block wall - 15 ft (L)X 6 ft (H)","$2,000","$2,000",,,,,,,
 TIOGA,11,11/15/2019,Town of Nichols,"2717 Moore Hill Rd
42.036464, -76.319186","24 ft (W) X 11 ft(H) metal box culvert is OK
Clean and reshape stream bed - 100 ft (L) X 25 ft (W) X 4 ft (D)","$7,000","$7,000",,,,,,,
 TIOGA,12,11/15/2019,Town of Nichols,"Lower Briggs Hollow Rd Culvert 1
42.011191, -76.316618","4 ft CMP culvert is OK
Replace integral earth to support roadway (steep slope to stream below) 75 ft (L) X 15 ft (W) X 5 ft (D)
Remove gravel upstream of culvert - 25 ft (L) x 20 t (W) X8 ft (D)","$10,000","$7,000",,,,,,,
 TIOGA,13,11/15/2019,Town of Nichols,"Lower Briggs Hollow Rd Culvert 2
42.009489, -76.320373","18"" CMP culvert 20 ft (L) damaged - $2000
Temporary repair to get roadway safe - 8 loads of gravel and 2 loads of riprap - $9000
Permenent repair: 30 ft (L) X 8 ft (W) X 5 ft (D) - $2000","$13,000","$13,000",,,,,,,
 TIOGA,14,11/15/2019,Town of Nichols,"Lower Briggs Hollow Rd Culvert 3
42.009489, -76.320373","4 ft CMP is OK
Replace 50 ft (L) X 10 ft (W) X 5 ft (D) integral earth - $3000
Temporary repair - 5 loads gravel and 2 loads riprap -$7000","$10,000","$10,000",,,,,,,
 TIOGA,15,11/15/2019,Town of Nichols,"Smith Creek Rd 42.062611, -76.285405","Clean metal box culvert of gravel - 18 ft (W) X 6 ft (H) X 48 ft (L)
Clean stream gravel - 40 ft (L) X 10 ft (W) X 3 ft (D)
Replace riprap slope protection - 15 ft (L) X 5 ft (H) X 2 ft (D) in 2 locations","$10,000","$10,000","PDA sheets show 2 sites (Site 4 and Site 6) for Smtih Creek Road.  One validated for $7,000 and the other for $10,000",,,,,,
 TIOGA,16,11/15/2019,Town of Nichols,"Stateline Rd
42.001795, -76.334784","10 ft(W) X 6 ft (H) X 40 ft (L) metal box culvert is OK
Replace riprap slope protection along stream in 2 locations - 10 ft (L) X 10 ft (H) X 2 ft (T) each
Remove gravel and sediment from stream - 75 ft (L) X 8 ft (W) X 4 ft (D)
Large amount of woody debris spread about where stream overflowed - 500 CY?","$20,000",,Mostly debris,,,,,,
 TIOGA,17,11/13/2019,Town of Owego,"1506 Long Creek Rd
42.030524, -76.189653","Outlet end of 30"" culvert structural fill cover eroded - 45 ft (L) X 12 ft (W) X 4 ft (D)
Repair / replace stacked rock outlet end retaining wall of culvert 50 ft (L) X 10 ft (H) X 3 ft (T)
Repair / replace wingwalls at nlet end of culvert 15 ft (L) X 5 ft (H) X 3 ft (T)
Repair / reshape roadside shoulder / ditch 500 ft (L) X 8 ft (W) X 3 ft (D)
Repair / reshape roadside shoulder / ditch - Intermittant 1000 ft (L)","$15,000","$15,000",,,,,,,
 TIOGA,18,11/13/2019,Town of Owego,"1715 Long Creek Rd 42.028693, -76.192764",Roadside ditch and shoulder eroded- 200 ft (L) X 6 ft (W) X 3 ft (D),"$5,000","$5,000",,,,,,,
 TIOGA,19,11/13/2019,Town of Owego,"2567 Chestnut Ridge Rd 42.029555, -76.216897","Outlet end of 30"" culvert structural fill cover has eroded from culvert - 20 ft (L)X 20 ft (W) X 4 (D)","$3,000","$3,000",,,,,,,
 TIOGA,20,11/13/2019,Town of Owego,"510 South Apalachin Rd
42.016998, -76.164175","30"" culvert - Replace culvert - 60 ft (L); Replace 40 ft Guide Rail","$5,000","$5,000",,,,,,,
 TIOGA,21,11/14/2019,Town of Owego,"871 Tilbury Hill Rd
42.101405, -76.150552","3' HDPE culvert is OK
Erosion on outlet end - 20 ft (L) X 15 ft (W) X 15 ft (D) plus 30 ft (L) X 15 ft (W) X 10 ft (D)
Erosion on inlet end - 5 ft (L) X 5 ft (W) X 3ft (D)","$8,000","$8,000",,,,,,,
 TIOGA,22,11/14/2019,Town of Owego,"Dugan Road
42.138925, -76.141366","54"" CMP culvert is OK - 
Outlet end - Reset 50 ft of guide rail, erosion 30 ft (L) X 20 ft (W) X 3ft (D), Repair 2x2x8 concrete block wingwall - 16 ft (L) X 4 ft (H)
Inlet end - Reset 30 ft of guide rail","$2,500","$2,500",,,,,,,
 TIOGA,23,11/14/2019,Town of Owego,Gaylord Road,Work completed by JB Construction - See attached invoice,"$5,569","$5,569",,,,,,,
 TIOGA,24,11/14/2019,Town of Owego,"Gaylord Road Culvert
42.026520, -76.152233","8 ft (H) X 10 ft (W) X 40 ft (L)  CMP Pipe arch,  possibly separated. Shape of pipe indicates significant stresses on culvert  - Replace culvert  $200/FT CULVERT
Repair 2 wingwalls made of 2x2x8 concrete blocks - 15 ft (L) X 10 ft (H) X 2 ft (D) each - 8 HR","$10,000","$10,000",,,,,,,
 TIOGA,25,11/15/2019,Town of Owego,"Hickories Park
42.091496, -76.224186","Damage to gabion baskets lining creek
20 ft (L) X 6 ft (H) X 3 ft (D)
Remove gravel and sediment from stream 100 ft(L) X 10 ft (W) X 2 ft (D)","$2,500","$2,500",,,,,,,
 TIOGA,26,11/15/2019,Town of Owego,"Hickories Park
42.092198, -76.228426","Woody debris in and around  the stream at entrance to Park
60 ft (L) X 10 ft (W) X 3 ft (D)","$2,000","$2,000",,,,,,,
 TIOGA,27,11/14/2019,Town of Owego,Long Creek Rd Bridge Detour,"Long Creek Rd bridge temporary detour
Completed work done by JB Construction - Repair of temporary detour - See attached invoice","$5,206","$5,206",,,,,,,
 TIOGA,28,11/14/2019,Town of Owego,Long Creek Rd Culverts,"Additional work  to be completed - Remove existing culverts, fill and riprap
Construct new temporary detour, including 2 large culverts, fill and riprap
See attached engineers estimate","$25,000","$25,000",,,,,,,
 TIOGA,29,11/14/2019,Town of Owego,Sanford Rd,Work completed by JB Construction - See attached invoice,"$12,312","$12,312",,,,,,,
 TIOGA,30,11/13/2019,Town of Owego,"Sanford Rd
42.045793, -76.239740",Repair stacked stone retaining wall - 50 ft (L) x 15 ft (H) X 4 ft (T) -8 HRS,"$2,500","$2,500",,,,,,,
 TIOGA,31,11/18/2019,Berkshire (T),"Jewett Hill Rd
42.311812, -76.195578","BIN 2255920 - South abutment is undermined 12 ft (L) X 10"" (H) X 4 ft (D) -Will require Engineer's Inspection 
Upstream end - Rebuild concrete block (2x2x6)  Wingwall 8 ft (L) X 8 ft () X 2 ft (D)
Downstream end - Rebuild concrete block (2x2x8) Wingwall 8 ft (L) X 8 ft (H) X 2 ft (D)
Clean stream (under bridge) 50 ft (L) x 10 ft (W) X 2 ft (D)
Clean and reshape stream (upstream) 30 ft (L) X 4 ft (W) X 4 ft (D)","$6,000","$6,000",,,,,,,
 TIOGA,32,11/18/2019,Berkshire (T),"Akins Rd
42.301613, -76.191219","6 ft CMP culvert is OK
Outlet end - Work completed (Cat B) Build and rebuild concrete block wall (Replaces gabion baskets) 75 ft (L) X 6 ft (H) X 4 ft (D)
Permenent Work - Construct concrete block wall (Reuse temporary block) 75 ft (L) X 8 ft (H) X 4 ft (D)
Culvert end at outlet end is undermined
Upstream end - Clean stream 50 ft (L) X 10 ft (W) X 4 ft (D)","$12,000","$12,000",,,,,,,
 TIOGA,33,11/18/2019,Berkshire (T),"Jewett Hill Rd
42.308206, -76.191259","10 ft Boiler pipe is OK - Restack concrete block (2x2x8) outlet wingwall 15 ft (L) X 15ft (H) X 2 ft (T)
Reset 60 ft of guide rail","$2,000","$2,000",,,,,,,
 TIOGA,34,11/18/2019,Berkshire (T),"Ballou Hill Rd
42.284291, -76.173496",6 ft Boiler pipe is separated in 2 locations - need to replace culvert 6 ft (Dia) X 60 ft (L),"$20,000","$5,000",FEMA claims the pipe was old,,,,,,
 TIOGA,35,11/18/2019,Berkshire (T),"Brown Rd
42.282010, -76.175970","40 ft (L) X 4 ft (W) X 4 ft (H) concrete box culvert - damage at inlet and outlet ends - May be separated near outlet end
Inlet end - Reset Wingwall concrete blocks 8 ft (L) X 4 ft (H) X 2 ft (D)
Outlet end - eroded stream bank - 20 ft (L) X 10 ft (H) X 3 ft (D)","$3,000","$3,000",,,,,,,
 TIOGA,36,11/18/2019,Berkshire (T),"""S""  Hill Rd","3000 ft (L) X 16 ft (W) gravel roadway was damaged and eroded
Temporary Work (Cat B) - regraded road using existing material to open road
Permenent Work - Will need 6"" of gravel to reestablish surface - 3000 ft (L) X 16 ft (W) X .5 ft (D)","$3,500","$3,500",,,,,,,
 WARREN,1,11/7/2019,Possibly State DOT,unnamed culvert,Culvert located Town of Lake George: A culvert under the Northway parallels the Big Hollow Rd tunnel and appears intended to  protect the tunnel from flooding.  The culvert is apparently blocked. ,$0,,,,,,,,
 WARREN,2,11/7/2019,Town of Bolton,East Schroon River Road,250 feet of gravel road needs grading and ditching.,"$10,000",,,,,,,,
 WARREN,3,11/7/2019,Town of Bolton,Hendricks Road,"500 feet of ditch repair and 18"" by 50' culvert replacement and 18"" by 40' culvert replacement.","$10,000",,,,,,,,
 WARREN,4,11/7/2019,Town of Bolton,New Vermont Rd,"2' by 80' Culvert ($10,000) and 200 foot shoulder repair.  ($1,000)","$11,000",,,,,,,,
 WARREN,5,11/7/2019,Town of Bolton,Padanurman Rd,Pine Brook Hill Bridge similar to Wardboro Bridge.   Apparently gone.,"$500,000",,,,,,,,
 WARREN,6,11/7/2019,Town of Bolton,Padanurman Rd,Comstock Bridge similar to Wardboro Bridge.   Apparently gone.,"$500,000",,,,,,,,
 WARREN,7,11/7/2019,Town of Bolton,Padanurman Rd,"About 2 miles need ditch repair and fill to gravel road,   about 1 mile needs full replacement. Includes 2 3' culverts.","$750,000",,,,,,,,
 WARREN,8,11/7/2019,Town of Bolton,Trout Falls Rd,"2 culverts 15"" by 40'  2000 foot gravel rod needs edging and ditch and extensive grading.  ","$50,000",,,,,,,,
 WARREN,9,11/7/2019,Town of Bolton,Wardboro Rd,"Bridge is badly damaged, approaches washed away, deck wobbles under foot.  Will need engineering advice. ","$500,000","$1,350,000","No site visits conducted. Town of Bolton identified eight sites with damages, five of the sites we were not visited, some were just not accessible.  Three of the four sites are road and culvert repair, the fourth site is a damaged bridge that is not accessible to view but photos show partial collapse. I have no dimensions of bridge (or if it is possible a large culvert). Bridge damage was estimated for $300,000","$291,000",,,,,
 WARREN,10,11/7/2019,Town of Chester ,"Alder Brook Road 2 Sites
43.762748, -73.876509 ",Roadwashed out 200x30x1FT D Work In progress Estimated Repair,"$8,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$8,000",,,,,
 WARREN,11,11/7/2019,Town of Chester ,"Byrnes Road
43.735820, -73.949148 ",Shoulder Washout 30x4x2FT D Work In progress Estimated Repair,"$1,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$1,000",,,,,
 WARREN,12,11/7/2019,Town of Chester ,"Cobble Creek Road Site 1
43.728302, -73.969917 ",Road Washout 500LFx30LFx1FT D Work In progress Estimated Repair,"$2,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$2,000",,,,,
 WARREN,13,11/7/2019,Town of Chester ,"Cobble Creek Road Site 2
43.735748, -73.990214 ",Road Washout 500LFx30LFx1FT D Work In progress Estimated Repair,"$2,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$2,000",,,,,
 WARREN,14,11/7/2019,Town of Chester ,"Del Culver Road
43.743866, -73.963335 ",Road Washout 250LFx30LFx1FT D Work In progress Estimated Repair,"$8,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$8,000",,,,,
 WARREN,15,11/7/2019,Town of Chester ,"Fish Hollow Road Site 2
43.701625, -73.899615 ",40 Ft Culvert Washed out Road and shoulder damage 200LFx40LFx1FT D Work In progress Estimated Repair,"$4,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$4,000",,,,,
 WARREN,16,11/7/2019,Town of Chester ,"Fish Hollow Road
43.705620, -73.897363 ",40 Ft Culvert Washed out Road and shoulder damage 200LFx40LFx1FT D Work In progress Estimated Repair,"$4,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$4,000",,,,,
 WARREN,17,11/7/2019,Town of Chester ,"Fox Lane  
43.607213, -73.804649 ",40 FT Culvert Damage Road Damage 30LFx15LFx5FT D Work In progress Estimated Repair,"$8,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$8,000",,,,,
 WARREN,18,11/7/2019,Town of Chester ,"Hard Scrabble Road 2
43.734241, -73.929022 ",Shoulder Damage 150LFx4LFx2FT D Work In progress Estimated Repair,"$25,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$25,000",,,,,
 WARREN,19,11/7/2019,Town of Chester ,"Hard Scrabble Road
43.732216, -73.927361 ",Road Damage40x60/1 FT D Shoulder and Culvert Damage,"$10,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$10,000",,,,,
 WARREN,20,11/7/2019,Town of Chester ,"Igerna Road
43.706803, -73.888137 ",30 Foot Culvert Damage Road Shoulder/asphalt 150LFx8LFx6 Inches Deep Work In progress Estimated Repair,"$20,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$20,000",,,,,
 WARREN,21,11/7/2019,Town of Chester ,"Lane Road
43.748470, -73.918376 ",Shoulder Damage 50 FTx3FTx1FT D Work In progress Estimated Repair,$500,,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material",$500,,,,,
 WARREN,22,11/7/2019,Town of Chester ,"Marshall Fish Road
43.714611, -73.904188 ",Culvert Damage Road Damage 40LFx50LFx4FT D Work In progress Estimated Repair,"$10,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$10,000",,,,,
 WARREN,23,11/7/2019,Town of Chester ,"Moffitt Road
43.677348, -73.887267 ",40 Ft Culvert Washed out Road and shoulder damage 40LFx40LFx10FT D Work In progress Estimated Repair,"$50,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$50,000",,,,,
 WARREN,24,11/7/2019,Town of Chester ,"Palmer Pond Road
43.656501, -73.878236 ",1/2 Mile of Washed out Shoulder and Roadway Work In progress Estimated Repair,"$8,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$8,000",,,,,
 WARREN,25,11/7/2019,Town of Chester ,"Perry Road
43.713906, -73.895191 ",Road Damage Shoulder Damage 100LFx4LFx1FT D Culvert Cleanout Work In progress Estimated Repair,"$5,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$5,000",,,,,
 WARREN,26,11/7/2019,Town of Chester ,"Pucker Road
43.621582, -73.774252 ",Road and Shoulder Damage 70LFx4LFx1FT D Work In progress Estimated Repair,"$4,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$4,000",,,,,
 WARREN,27,11/7/2019,Town of Chester ,"Stone Bridge Road
43.747207, -73.842530 ",Shoulder Road and ashalt Damage 80LFx40LFx2FTD Work In progress Estimated Repair,"$8,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$8,000",,,,,
 WARREN,28,11/7/2019,Town of Chester ,"Town of Chester PumpHouse
43.728641, -73.826239 ",Pumphouse Flooded and electrical System Damaged Work In progress Estimated Repair,????,,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material",,,,,,
 WARREN,29,11/7/2019,Town of Chester ,"Vanderwalker Road
43.686949, -73.887828 ",Road and Shoulder Damage 70LFx4LFx1FT D Work In progress Estimated Repair,"$1,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$1,000",,,,,
 WARREN,30,11/7/2019,Town of Chester ,"Walter Foote Road
43.741448, -73.967934 ",30ft Culvert Washed Out Road and Shoulder Damage 50 FTx 30 FT x5 FT D Work In progress Estimated Repair,"$24,000",,"No site visits conducted however, the Superintendent was present when we met in the morning and showed us photos of damages. Most repairs are anywhere between $25-50% complete with mostly damages to road shoulder, culverts, and road over 21 sites. All work is completed with FAL, FAE, and Material","$24,000",,,,,
 WARREN,31,11/6/2019,Town of Hague,Coldwater Canyon Rd,"160 feet of roadway need road repair, bank restoration washed out stone returned to ditch linings.   There is a large bank collapes on a curve about 70 feet long, 40 feet high above roadway and 6 feet deep into ditch.  Soil at collapse appears sandy.  This will need stabilization.  Estimate might be low","$5,000",,,,,,,,
 WARREN,32,11/6/2019,Town of Hague,Dodd Hill Rd,"36 "" by 60' long Culvert neeeds replacemnt.  120' of road is involved, Culvert is about 12 feet deep, a sewer line runs through the site,  and over the culvert.  ","$20,000",,,,,,,,
 WARREN,33,11/6/2019,Town of Hague,McCoy Road at West Hague Rd,"140 foot Road section at intersection w West Hague Road - repairs to road and shoulder,    40 ' long 10' wide oval steel culvert washed out and was temorarilly reset in place.  Itneeds replacement.   Road will need to be removed and replaved over culvert.   Previously debris was cleared.  Photos taken.","$9,000",,,,,,,,
 WARREN,34,11/6/2019,Town of Hague,Old Mill Rd,Washout has cut deep channel though dirt road.  Tree clearance also mentioned,"$3,500",,,,,,,,
 WARREN,35,11/6/2019,Town of Hague,Silver Bay Rd,30 foot of asphalt road to replace over culvert where culvert was overtopped and road washed out .  Culvert is OK.  200 feet of damaged shoulder to restore where road abuts paved parking lots.,"$7,000",,,,,,,,
